weather_id,airport_code,weather_date,weather_condition,temperature_c,visibility_km,wind_speed_kmh,delay_risk
7752,ORD,2025-03-28,Rain,16.3,4.4,28,Medium
7753,ORD,2025-03-29,Snow,29.9,0.6,33,High
7754,ORD,2025-03-30,Rain,14.2,3.3,31,Medium
7755,ORD,2025-03-31,Sunny,-7.7,8.0,5,Low
7756,ORD,2025-04-01,Snow,0.2,0.6,22,High
7757,ORD,2025-04-02,Rain,17.5,2.9,36,Medium
7758,ORD,2025-04-03,Rain,-4.1,5.1,37,Medium
7759,ORD,2025-04-04,Sunny,30.1,9.1,20,Low
7760,ORD,2025-04-05,Cloudy,24.6,5.1,10,Medium
7761,ORD,2025-04-06,Sunny,9.4,8.9,9,Low
7762,ORD,2025-04-07,Sunny,-2.6,9.5,6,Low
7763,ORD,2025-04-08,Sunny,-0.6,8.5,9,Low
7764,ORD,2025-04-09,Snow,11.9,2.0,22,High
7765,ORD,2025-04-10,Sunny,25.8,9.0,11,Low
7766,ORD,2025-04-11,Snow,10.5,2.5,45,High
7767,ORD,2025-04-12,Rain,25.5,3.7,35,Medium
7768,ORD,2025-04-13,Sunny,16.2,8.6,15,Low
7769,ORD,2025-04-14,Rain,7.1,2.7,20,Medium
7770,ORD,2025-04-15,Snow,15.6,1.8,29,High
7771,ORD,2025-04-16,Sunny,-1.7,9.0,15,Low
7772,ORD,2025-04-17,Cloudy,18.5,7.5,22,Medium
7773,ORD,2025-04-18,Snow,-3.6,2.2,29,High
7774,ORD,2025-04-19,Snow,8.7,2.6,39,High
7775,ORD,2025-04-20,Rain,23.7,5.1,26,Medium
7776,ORD,2025-04-21,Snow,10.9,0.8,38,High
7777,ORD,2025-04-22,Rain,9.9,2.1,30,Medium
7778,ORD,2025-04-23,Snow,14.5,2.8,32,High
7779,ORD,2025-04-24,Sunny,23.5,9.1,16,Low
7780,ORD,2025-04-25,Rain,19.3,4.4,36,Medium
7781,ORD,2025-04-26,Sunny,-8.3,9.8,13,Low
7782,ORD,2025-04-27,Snow,-7.3,0.7,24,High
7783,ORD,2025-04-28,Rain,29.9,2.0,36,Medium
7784,ORD,2025-04-29,Rain,25.2,3.4,23,Medium
7785,ORD,2025-04-30,Sunny,-9.9,8.7,17,Low
7786,ORD,2025-05-01,Snow,30.5,2.5,42,High
7787,ORD,2025-05-02,Snow,12.5,0.7,36,High
7788,ORD,2025-05-03,Rain,6.3,5.1,36,Medium
7789,ORD,2025-05-04,Snow,20.4,0.9,23,High
7790,ORD,2025-05-05,Snow,-3.0,2.0,33,High
7791,ORD,2025-05-06,Rain,17.1,4.0,25,Medium
7792,ORD,2025-05-07,Rain,30.3,3.0,26,Medium
7793,ORD,2025-05-08,Sunny,8.6,9.7,13,Low
7794,ORD,2025-05-09,Cloudy,-6.5,6.8,11,Medium
7795,ORD,2025-05-10,Rain,18.3,4.4,34,Medium
7796,ORD,2025-05-11,Snow,1.8,2.1,31,High
7797,ORD,2025-05-12,Sunny,19.3,9.0,15,Low
7798,ORD,2025-05-13,Rain,-1.8,3.7,32,Medium
7799,ORD,2025-05-14,Cloudy,4.7,5.5,27,Medium
7800,ORD,2025-05-15,Snow,20.1,1.6,42,High
7801,ORD,2025-05-16,Rain,0.8,3.0,40,Medium
7802,ORD,2025-05-17,Rain,15.1,3.9,33,Medium
7803,ORD,2025-05-18,Cloudy,3.9,6.6,22,Medium
7804,ORD,2025-05-19,Sunny,-5.7,9.8,13,Low
7805,ORD,2025-05-20,Rain,26.6,4.8,26,Medium
7806,ORD,2025-05-21,Sunny,30.4,9.5,5,Low
7807,ORD,2025-05-22,Cloudy,-9.0,7.2,25,Medium
7808,ORD,2025-05-23,Cloudy,-8.9,6.8,23,Medium
7809,ORD,2025-05-24,Cloudy,4.6,5.1,21,Medium
7810,ORD,2025-05-25,Snow,29.1,2.1,23,High
7811,ORD,2025-05-26,Rain,13.9,6.0,24,Medium
7812,ORD,2025-05-27,Sunny,-8.0,9.3,18,Low
7813,ORD,2025-05-28,Rain,6.4,3.7,34,Medium
7814,ORD,2025-05-29,Snow,-8.5,2.9,32,High
7815,ORD,2025-05-30,Sunny,8.2,9.2,9,Low
7816,ORD,2025-05-31,Sunny,19.1,8.3,10,Low
7817,ORD,2025-06-01,Rain,23.0,4.1,24,Medium
7818,ORD,2025-06-02,Cloudy,31.3,5.8,22,Medium
7819,ORD,2025-06-03,Rain,13.7,3.8,37,Medium
7820,ORD,2025-06-04,Rain,10.2,3.0,23,Medium
7821,ORD,2025-06-05,Sunny,10.3,9.0,8,Low
7822,ORD,2025-06-06,Cloudy,-9.2,7.2,10,Medium
7823,ORD,2025-06-07,Cloudy,3.7,7.0,18,Medium
7824,ORD,2025-06-08,Rain,20.6,5.5,25,Medium
7825,ORD,2025-06-09,Cloudy,29.2,5.4,30,Medium
7826,ORD,2025-06-10,Snow,9.3,2.5,34,High
7827,ORD,2025-06-11,Snow,-1.2,1.1,26,High
7828,ORD,2025-06-12,Rain,20.1,2.4,35,Medium
7829,ORD,2025-06-13,Sunny,-3.9,8.9,12,Low
7830,ORD,2025-06-14,Rain,20.7,4.3,27,Medium
7831,ORD,2025-06-15,Cloudy,22.6,6.5,22,Medium
7832,ORD,2025-06-16,Snow,-7.3,2.1,30,High
7833,ORD,2025-06-17,Sunny,-2.3,9.9,11,Low
7834,ORD,2025-06-18,Sunny,-4.1,9.7,7,Low
7835,ORD,2025-06-19,Rain,4.3,4.4,38,Medium
7836,ORD,2025-06-20,Cloudy,29.2,6.6,24,Medium
7837,ORD,2025-06-21,Snow,26.2,3.0,50,High
7838,ORD,2025-06-22,Cloudy,29.3,7.6,21,Medium
7839,ORD,2025-06-23,Snow,5.0,2.7,31,High
7840,ORD,2025-06-24,Sunny,20.8,9.9,8,Low
7841,ORD,2025-06-25,Cloudy,10.8,6.0,18,Medium
7842,ORD,2025-06-26,Sunny,24.3,8.8,16,Low
7843,ORD,2025-06-27,Rain,11.7,5.0,27,Medium
7844,ORD,2025-06-28,Rain,6.0,5.8,37,Medium
7845,ORD,2025-06-29,Sunny,2.3,9.2,7,Low
7846,ORD,2025-06-30,Sunny,-5.3,8.8,5,Low
7847,ORD,2025-07-01,Cloudy,22.4,5.4,20,Medium
7848,ORD,2025-07-02,Rain,1.2,3.4,28,Medium
7849,ORD,2025-07-03,Cloudy,2.6,5.4,14,Medium
7850,ORD,2025-07-04,Sunny,1.5,8.2,14,Low
7851,ORD,2025-07-05,Sunny,11.3,8.5,14,Low
7852,ORD,2025-07-06,Snow,14.7,1.0,27,High
7853,ORD,2025-07-07,Cloudy,-7.7,6.2,22,Medium
7854,ORD,2025-07-08,Sunny,1.6,9.6,9,Low
7855,ORD,2025-07-09,Cloudy,7.6,8.0,28,Medium
7856,ORD,2025-07-10,Cloudy,-0.8,6.6,15,Medium
7857,ORD,2025-07-11,Sunny,26.1,8.7,10,Low
7858,ORD,2025-07-12,Rain,25.4,4.1,24,Medium
7859,ORD,2025-07-13,Rain,8.0,5.0,26,Medium
7860,ORD,2025-07-14,Sunny,23.3,8.7,20,Low
7861,ORD,2025-07-15,Rain,25.1,4.4,33,Medium
7862,ORD,2025-07-16,Snow,11.2,2.0,50,High
7863,ORD,2025-07-17,Snow,1.6,1.8,44,High
7864,ORD,2025-07-18,Snow,22.8,2.2,33,High
7865,ORD,2025-07-19,Rain,13.9,2.8,25,Medium
7866,ORD,2025-07-20,Cloudy,11.9,6.4,13,Medium
7867,ORD,2025-07-21,Cloudy,-4.9,5.5,15,Medium
7868,ORD,2025-07-22,Snow,27.0,0.8,23,High
7869,ORD,2025-07-23,Cloudy,17.1,5.7,20,Medium
7870,ORD,2025-07-24,Snow,-0.0,2.1,43,High
7871,ORD,2025-07-25,Cloudy,15.1,7.7,21,Medium
7872,ORD,2025-07-26,Sunny,-6.9,9.7,10,Low
7873,ORD,2025-07-27,Cloudy,10.0,7.8,28,Medium
7874,ORD,2025-07-28,Snow,27.6,1.7,47,High
7875,ORD,2025-07-29,Sunny,-0.6,8.0,11,Low
7876,ORD,2025-07-30,Snow,-5.1,1.8,50,High
7877,ORD,2025-07-31,Cloudy,-9.1,5.9,17,Medium
7878,ORD,2025-08-01,Cloudy,29.5,7.7,25,Medium
7879,ORD,2025-08-02,Rain,-0.8,2.6,28,Medium
7880,ORD,2025-08-03,Snow,20.9,1.1,27,High
7881,ORD,2025-08-04,Sunny,5.3,9.3,7,Low
7882,ORD,2025-08-05,Snow,8.2,2.2,43,High
7883,ORD,2025-08-06,Rain,25.3,4.9,40,Medium
7884,ORD,2025-08-07,Snow,18.3,1.0,22,High
7885,ORD,2025-08-08,Snow,11.7,1.8,27,High
7886,ORD,2025-08-09,Sunny,-7.9,9.8,16,Low
7887,ORD,2025-08-10,Cloudy,23.8,6.5,26,Medium
7888,ORD,2025-08-11,Cloudy,6.0,5.9,14,Medium
7889,ORD,2025-08-12,Snow,24.4,2.7,44,High
7890,ORD,2025-08-13,Sunny,-9.7,8.9,12,Low
7891,ORD,2025-08-14,Sunny,-9.3,9.0,10,Low
7892,ORD,2025-08-15,Sunny,13.5,8.3,17,Low
7893,ORD,2025-08-16,Rain,0.4,5.3,27,Medium
7894,ORD,2025-08-17,Cloudy,-5.2,6.6,10,Medium
7895,ORD,2025-08-18,Snow,21.9,1.2,24,High
7896,ORD,2025-08-19,Rain,18.0,2.9,22,Medium
7897,ORD,2025-08-20,Rain,9.5,4.3,30,Medium
7898,ORD,2025-08-21,Rain,14.1,2.5,39,Medium
7899,ORD,2025-08-22,Snow,21.2,1.8,35,High
7900,ORD,2025-08-23,Snow,17.9,2.5,42,High
7901,ORD,2025-08-24,Snow,17.5,1.8,35,High
7902,ORD,2025-08-25,Snow,24.0,1.9,48,High
7903,ORD,2025-08-26,Sunny,15.6,9.2,11,Low
7904,ORD,2025-08-27,Rain,1.3,2.6,33,Medium
7905,ORD,2025-08-28,Cloudy,15.3,5.3,30,Medium
7906,ORD,2025-08-29,Snow,-8.5,1.6,24,High
7907,ORD,2025-08-30,Cloudy,17.7,7.0,29,Medium
7908,ORD,2025-08-31,Snow,8.1,1.2,33,High
7909,ORD,2025-09-01,Cloudy,-8.5,5.3,28,Medium
7910,ORD,2025-09-02,Sunny,3.8,8.9,8,Low
7911,ORD,2025-09-03,Rain,29.6,2.8,31,Medium
7912,ORD,2025-09-04,Snow,-5.2,0.5,31,High
7913,ORD,2025-09-05,Sunny,5.2,8.1,15,Low
7914,ORD,2025-09-06,Sunny,22.1,9.7,11,Low
7915,ORD,2025-09-07,Snow,-8.3,2.2,20,High
7916,ORD,2025-09-08,Sunny,13.5,9.1,9,Low
7917,ORD,2025-09-09,Cloudy,17.5,6.6,17,Medium
7918,ORD,2025-09-10,Cloudy,24.6,6.7,30,Medium
7919,ORD,2025-09-11,Sunny,-9.5,8.6,17,Low
7920,ORD,2025-09-12,Rain,-3.0,3.3,36,Medium
7921,ORD,2025-09-13,Sunny,15.1,8.3,12,Low
7922,ORD,2025-09-14,Snow,-5.7,0.9,25,High
7923,ORD,2025-09-15,Cloudy,17.1,5.5,13,Medium
7924,ORD,2025-09-16,Snow,8.4,1.1,44,High
7925,ORD,2025-09-17,Snow,-8.2,1.0,44,High
7926,ORD,2025-09-18,Rain,0.7,2.7,29,Medium
7927,ORD,2025-09-19,Sunny,16.9,9.7,7,Low
7928,ORD,2025-09-20,Cloudy,-3.2,6.3,21,Medium
7929,ORD,2025-09-21,Cloudy,5.4,7.6,29,Medium
7930,ORD,2025-09-22,Rain,-0.3,4.8,30,Medium
7931,ORD,2025-09-23,Rain,15.4,2.5,40,Medium
7932,ORD,2025-09-24,Sunny,20.2,9.4,8,Low
7933,ORD,2025-09-25,Rain,30.8,3.9,27,Medium
7934,ORD,2025-09-26,Snow,27.5,1.0,38,High
7935,ORD,2025-09-27,Cloudy,-1.8,6.1,14,Medium
7936,ORD,2025-09-28,Sunny,0.1,9.7,17,Low
7937,ORD,2025-09-29,Sunny,-4.0,8.0,14,Low
7938,ORD,2025-09-30,Cloudy,14.2,5.3,16,Medium
7939,ORD,2025-10-01,Cloudy,-3.4,6.9,23,Medium
7940,ORD,2025-10-02,Sunny,31.9,8.2,8,Low
7941,ORD,2025-10-03,Rain,18.7,3.2,37,Medium
7942,ORD,2025-10-04,Cloudy,8.0,5.8,17,Medium
7943,ORD,2025-10-05,Snow,0.9,2.4,24,High
7944,ORD,2025-10-06,Snow,31.7,1.0,45,High
7945,ORD,2025-10-07,Snow,28.8,2.9,37,High
7946,ORD,2025-10-08,Sunny,11.2,9.5,17,Low
7947,ORD,2025-10-09,Cloudy,4.8,6.8,12,Medium
7948,ORD,2025-10-10,Cloudy,23.9,6.3,18,Medium
7949,ORD,2025-10-11,Cloudy,-5.9,5.4,11,Medium
7950,ORD,2025-10-12,Cloudy,16.8,5.9,29,Medium
7951,ORD,2025-10-13,Sunny,20.2,9.6,9,Low
7952,ORD,2025-10-14,Sunny,1.1,9.7,8,Low
7953,ORD,2025-10-15,Sunny,19.8,9.2,15,Low
7954,ORD,2025-10-16,Rain,-7.7,5.6,28,Medium
7955,ORD,2025-10-17,Sunny,7.4,8.3,14,Low
7956,ORD,2025-10-18,Snow,-1.8,2.2,20,High
7957,ORD,2025-10-19,Sunny,20.2,8.9,11,Low
7958,ORD,2025-10-20,Snow,26.7,0.6,26,High
7959,ORD,2025-10-21,Rain,13.7,2.8,23,Medium
7960,ORD,2025-10-22,Sunny,-5.1,8.5,18,Low
7961,ORD,2025-10-23,Sunny,29.8,8.2,16,Low
7962,ORD,2025-10-24,Sunny,26.2,9.5,17,Low
7963,ORD,2025-10-25,Rain,8.7,3.4,32,Medium
7964,ORD,2025-10-26,Sunny,-1.8,10.0,7,Low
7965,ORD,2025-10-27,Sunny,-7.7,9.9,13,Low
7966,ORD,2025-10-28,Snow,-0.5,0.6,27,High
7967,ORD,2025-10-29,Snow,-5.7,3.0,36,High
7968,ORD,2025-10-30,Rain,-8.5,2.4,37,Medium
7969,ORD,2025-10-31,Rain,30.0,3.1,21,Medium
7970,ORD,2025-11-01,Sunny,11.6,9.9,7,Low
7971,ORD,2025-11-02,Rain,6.9,3.3,26,Medium
7972,ORD,2025-11-03,Cloudy,29.9,7.6,24,Medium
7973,ORD,2025-11-04,Snow,21.4,1.5,43,High
7974,ORD,2025-11-05,Sunny,3.8,9.7,13,Low
7975,ORD,2025-11-06,Cloudy,18.5,5.3,19,Medium
7976,ORD,2025-11-07,Snow,7.0,2.3,44,High
7977,ORD,2025-11-08,Snow,-0.5,2.5,37,High
7978,ORD,2025-11-09,Cloudy,2.2,7.7,23,Medium
7979,ORD,2025-11-10,Cloudy,18.7,5.2,27,Medium
7980,ORD,2025-11-11,Rain,3.1,5.4,20,Medium
7981,ORD,2025-11-12,Cloudy,5.4,5.5,18,Medium
7982,ORD,2025-11-13,Cloudy,-5.3,7.3,28,Medium
7983,ORD,2025-11-14,Rain,1.4,2.5,21,Medium
7984,ORD,2025-11-15,Cloudy,5.7,7.3,19,Medium
7985,ORD,2025-11-16,Snow,-2.8,2.6,38,High
7986,ORD,2025-11-17,Sunny,-9.6,9.7,19,Low
7987,ORD,2025-11-18,Cloudy,11.5,7.0,20,Medium
7988,ORD,2025-11-19,Cloudy,25.3,7.3,18,Medium
7989,ORD,2025-11-20,Cloudy,26.8,5.6,12,Medium
7990,ORD,2025-11-21,Sunny,-1.3,8.9,20,Low
7991,ORD,2025-11-22,Cloudy,1.6,5.4,24,Medium
7992,ORD,2025-11-23,Snow,20.4,1.9,47,High
7993,ORD,2025-11-24,Snow,-7.9,2.4,49,High
7994,ORD,2025-11-25,Rain,5.3,5.3,24,Medium
7995,ORD,2025-11-26,Sunny,3.8,9.4,13,Low
7996,ORD,2025-11-27,Rain,3.1,2.6,35,Medium
7997,ORD,2025-11-28,Cloudy,-9.8,6.6,23,Medium
7998,ORD,2025-11-29,Cloudy,20.2,7.5,10,Medium
7999,ORD,2025-11-30,Sunny,16.8,9.6,10,Low
8000,ORD,2025-12-01,Sunny,5.0,8.7,10,Low
8001,ORD,2025-12-02,Snow,8.8,1.6,48,High
8002,ORD,2025-12-03,Snow,22.7,1.9,45,High
8003,ORD,2025-12-04,Snow,6.9,0.6,39,High
8004,ORD,2025-12-05,Sunny,20.1,9.3,20,Low
8005,ORD,2025-12-06,Cloudy,11.0,5.4,23,Medium
8006,ORD,2025-12-07,Cloudy,4.6,7.9,21,Medium
8007,ORD,2025-12-08,Cloudy,-3.9,5.2,27,Medium
8008,ORD,2025-12-09,Rain,30.1,3.5,35,Medium
8009,ORD,2025-12-10,Snow,12.9,0.8,37,High
8010,ORD,2025-12-11,Cloudy,29.5,6.8,15,Medium
8011,ORD,2025-12-12,Snow,11.3,2.9,37,High
8012,ORD,2025-12-13,Rain,-6.6,3.4,23,Medium
8013,ORD,2025-12-14,Snow,3.9,1.6,44,High
8014,ORD,2025-12-15,Sunny,7.2,9.2,19,Low
8015,ORD,2025-12-16,Cloudy,26.4,5.6,18,Medium
8016,ORD,2025-12-17,Sunny,1.1,8.7,16,Low
8017,ORD,2025-12-18,Rain,27.1,2.4,35,Medium
8018,ORD,2025-12-19,Sunny,-2.4,9.8,10,Low
8019,ORD,2025-12-20,Sunny,30.3,8.0,15,Low
8020,ORD,2025-12-21,Cloudy,-7.9,5.7,21,Medium
8021,ORD,2025-12-22,Snow,2.3,2.9,48,High
8022,ORD,2025-12-23,Sunny,12.2,8.6,18,Low
8023,ORD,2025-12-24,Rain,18.6,2.2,35,Medium
8024,ORD,2025-12-25,Sunny,19.9,8.1,16,Low
8025,ORD,2025-12-26,Sunny,24.6,8.5,16,Low
8026,ORD,2025-12-27,Snow,-4.5,0.7,34,High
8027,ORD,2025-12-28,Cloudy,11.2,7.3,18,Medium
8028,ORD,2025-12-29,Cloudy,24.6,6.9,29,Medium
8029,ORD,2025-12-30,Sunny,-1.9,8.8,8,Low
8030,ORD,2025-12-31,Sunny,7.6,9.2,18,Low
8031,LAX,2025-01-01,Sunny,10.7,9.0,14,Low
8032,LAX,2025-01-02,Sunny,-0.5,9.3,5,Low
8033,LAX,2025-01-03,Rain,20.0,4.7,27,Medium
8034,LAX,2025-01-04,Cloudy,29.3,7.1,26,Medium
8035,LAX,2025-01-05,Rain,11.9,3.1,24,Medium
8036,LAX,2025-01-06,Snow,23.9,0.9,38,High
8037,LAX,2025-01-07,Snow,6.3,0.8,29,High
8038,LAX,2025-01-08,Rain,31.5,5.8,28,Medium
8039,LAX,2025-01-09,Snow,16.2,1.3,34,High
8040,LAX,2025-01-10,Snow,13.8,1.1,40,High
8041,LAX,2025-01-11,Rain,12.2,3.1,26,Medium
8042,LAX,2025-01-12,Rain,-4.0,2.6,25,Medium
8043,LAX,2025-01-13,Sunny,2.1,8.9,14,Low
8044,LAX,2025-01-14,Rain,0.1,2.4,20,Medium
8045,LAX,2025-01-15,Cloudy,-6.1,7.4,17,Medium
8046,LAX,2025-01-16,Sunny,-3.6,9.7,13,Low
8047,LAX,2025-01-17,Sunny,20.8,8.1,11,Low
8048,LAX,2025-01-18,Snow,6.5,0.7,36,High
8049,LAX,2025-01-19,Snow,30.9,2.0,20,High
8050,LAX,2025-01-20,Rain,26.9,2.3,25,Medium
8051,LAX,2025-01-21,Cloudy,-5.0,5.3,24,Medium
8052,LAX,2025-01-22,Sunny,13.4,8.5,12,Low
8053,LAX,2025-01-23,Sunny,11.5,8.8,12,Low
8054,LAX,2025-01-24,Snow,-7.4,2.7,23,High
8055,LAX,2025-01-25,Cloudy,26.9,6.5,30,Medium
8056,LAX,2025-01-26,Snow,-9.2,2.0,22,High
8057,LAX,2025-01-27,Rain,22.5,5.6,25,Medium
8058,LAX,2025-01-28,Rain,12.5,3.0,29,Medium
8059,LAX,2025-01-29,Rain,18.6,4.1,21,Medium
8060,LAX,2025-01-30,Rain,26.1,2.3,37,Medium
8061,LAX,2025-01-31,Sunny,17.7,9.2,5,Low
8062,LAX,2025-02-01,Sunny,16.8,8.7,16,Low
8063,LAX,2025-02-02,Cloudy,31.2,7.3,28,Medium
8064,LAX,2025-02-03,Rain,19.0,3.5,30,Medium
8065,LAX,2025-02-04,Sunny,26.0,9.2,6,Low
8066,LAX,2025-02-05,Sunny,-0.9,8.5,7,Low
8067,LAX,2025-02-06,Sunny,10.4,8.0,12,Low
8068,LAX,2025-02-07,Cloudy,1.9,5.4,24,Medium
8069,LAX,2025-02-08,Sunny,23.3,9.3,14,Low
8070,LAX,2025-02-09,Snow,23.2,1.1,44,High
8071,LAX,2025-02-10,Rain,12.2,2.3,29,Medium
8072,LAX,2025-02-11,Snow,29.1,2.6,30,High
8073,LAX,2025-02-12,Sunny,-3.9,9.7,16,Low
8074,LAX,2025-02-13,Sunny,-5.7,8.9,19,Low
8075,LAX,2025-02-14,Snow,26.4,1.4,41,High
8076,LAX,2025-02-15,Snow,26.5,2.4,42,High
8077,LAX,2025-02-16,Snow,18.8,1.6,50,High
8078,LAX,2025-02-17,Snow,-7.3,2.1,25,High
8079,LAX,2025-02-18,Snow,31.1,1.7,48,High
8080,LAX,2025-02-19,Rain,21.2,2.3,22,Medium
8081,LAX,2025-02-20,Sunny,9.0,8.3,13,Low
8082,LAX,2025-02-21,Cloudy,3.3,7.3,23,Medium
8083,LAX,2025-02-22,Snow,21.6,0.8,27,High
8084,LAX,2025-02-23,Snow,9.7,2.8,31,High
8085,LAX,2025-02-24,Snow,18.1,2.3,38,High
8086,LAX,2025-02-25,Rain,6.8,4.8,26,Medium
8087,LAX,2025-02-26,Rain,-2.2,2.7,38,Medium
8088,LAX,2025-02-27,Snow,7.8,2.5,44,High
8089,LAX,2025-02-28,Rain,24.4,5.4,34,Medium
8090,LAX,2025-03-01,Sunny,15.2,10.0,6,Low
8091,LAX,2025-03-02,Snow,1.8,1.7,21,High
8092,LAX,2025-03-03,Sunny,28.5,8.6,9,Low
8093,LAX,2025-03-04,Rain,17.8,4.8,32,Medium
8094,LAX,2025-03-05,Sunny,5.1,8.1,14,Low
8095,LAX,2025-03-06,Snow,-3.7,2.1,38,High
8096,LAX,2025-03-07,Rain,29.9,3.8,35,Medium
8097,LAX,2025-03-08,Snow,-5.0,0.9,41,High
8098,LAX,2025-03-09,Rain,-0.6,3.1,20,Medium
8099,LAX,2025-03-10,Sunny,-8.7,8.5,20,Low
8100,LAX,2025-03-11,Snow,10.0,1.6,31,High
8101,LAX,2025-03-12,Sunny,8.7,8.5,17,Low
8102,LAX,2025-03-13,Rain,1.6,4.4,25,Medium
8103,LAX,2025-03-14,Cloudy,7.8,7.4,29,Medium
8104,LAX,2025-03-15,Snow,20.5,1.8,22,High
8105,LAX,2025-03-16,Cloudy,2.5,5.2,15,Medium
8106,LAX,2025-03-17,Rain,4.6,3.3,33,Medium
8107,LAX,2025-03-18,Cloudy,28.3,5.7,26,Medium
8108,LAX,2025-03-19,Cloudy,25.0,7.7,18,Medium
8109,LAX,2025-03-20,Cloudy,25.8,6.1,16,Medium
8110,LAX,2025-03-21,Rain,-5.9,4.2,35,Medium
8111,LAX,2025-03-22,Cloudy,0.2,5.3,18,Medium
8112,LAX,2025-03-23,Snow,-9.1,1.6,41,High
8113,LAX,2025-03-24,Rain,17.0,3.1,31,Medium
8114,LAX,2025-03-25,Rain,11.5,3.2,26,Medium
8115,LAX,2025-03-26,Sunny,30.8,8.1,10,Low
8116,LAX,2025-03-27,Sunny,11.2,9.4,8,Low
8117,LAX,2025-03-28,Rain,-7.6,4.4,28,Medium
8118,LAX,2025-03-29,Snow,5.8,1.0,38,High
8119,LAX,2025-03-30,Rain,31.8,4.2,35,Medium
8120,LAX,2025-03-31,Rain,22.5,4.8,26,Medium
8121,LAX,2025-04-01,Sunny,30.5,9.9,8,Low
8122,LAX,2025-04-02,Rain,16.5,3.8,35,Medium
8123,LAX,2025-04-03,Sunny,21.9,8.9,17,Low
8124,LAX,2025-04-04,Rain,9.3,5.6,33,Medium
8125,LAX,2025-04-05,Snow,-6.5,0.7,32,High
8126,LAX,2025-04-06,Sunny,1.4,8.0,10,Low
8127,LAX,2025-04-07,Snow,15.6,2.2,40,High
8128,LAX,2025-04-08,Sunny,0.7,10.0,17,Low
8129,LAX,2025-04-09,Sunny,-5.9,8.9,13,Low
8130,LAX,2025-04-10,Snow,18.6,2.5,43,High
8131,LAX,2025-04-11,Sunny,0.7,8.8,12,Low
8132,LAX,2025-04-12,Rain,28.5,2.3,39,Medium
8133,LAX,2025-04-13,Cloudy,0.5,5.1,10,Medium
8134,LAX,2025-04-14,Sunny,20.4,8.1,16,Low
8135,LAX,2025-04-15,Rain,20.0,5.2,23,Medium
8136,LAX,2025-04-16,Snow,-2.6,1.7,50,High
8137,LAX,2025-04-17,Cloudy,-7.0,5.4,28,Medium
8138,LAX,2025-04-18,Cloudy,1.9,5.8,15,Medium
8139,LAX,2025-04-19,Sunny,-7.0,8.5,18,Low
8140,LAX,2025-04-20,Sunny,-3.9,8.8,20,Low
8141,LAX,2025-04-21,Sunny,3.0,8.8,5,Low
8142,LAX,2025-04-22,Snow,16.4,0.7,34,High
8143,LAX,2025-04-23,Snow,0.6,2.0,34,High
8144,LAX,2025-04-24,Sunny,27.1,9.6,12,Low
8145,LAX,2025-04-25,Snow,7.3,2.8,40,High
8146,LAX,2025-04-26,Sunny,21.1,8.0,17,Low
8147,LAX,2025-04-27,Snow,12.5,2.2,20,High
8148,LAX,2025-04-28,Sunny,22.9,8.5,6,Low
8149,LAX,2025-04-29,Cloudy,2.2,6.8,15,Medium
8150,LAX,2025-04-30,Rain,10.2,5.8,21,Medium
8151,LAX,2025-05-01,Sunny,14.6,9.3,6,Low
8152,LAX,2025-05-02,Sunny,18.2,8.6,5,Low
8153,LAX,2025-05-03,Rain,29.7,5.2,25,Medium
8154,LAX,2025-05-04,Snow,13.7,1.3,31,High
8155,LAX,2025-05-05,Sunny,13.9,8.7,16,Low
8156,LAX,2025-05-06,Rain,28.4,3.7,40,Medium
8157,LAX,2025-05-07,Sunny,14.3,8.2,17,Low
8158,LAX,2025-05-08,Cloudy,-5.6,6.1,28,Medium
8159,LAX,2025-05-09,Sunny,0.3,9.0,6,Low
8160,LAX,2025-05-10,Snow,-2.4,0.9,37,High
8161,LAX,2025-05-11,Sunny,0.0,9.2,9,Low
8162,LAX,2025-05-12,Rain,27.4,5.1,36,Medium
8163,LAX,2025-05-13,Snow,-4.6,1.7,30,High
8164,LAX,2025-05-14,Sunny,31.4,9.9,14,Low
8165,LAX,2025-05-15,Sunny,-3.2,9.9,5,Low
8166,LAX,2025-05-16,Snow,17.6,2.2,23,High
8167,LAX,2025-05-17,Sunny,6.1,8.7,17,Low
8168,LAX,2025-05-18,Snow,10.5,1.6,27,High
8169,LAX,2025-05-19,Sunny,9.5,8.1,14,Low
8170,LAX,2025-05-20,Cloudy,0.6,7.6,11,Medium
8171,LAX,2025-05-21,Snow,31.9,1.8,42,High
8172,LAX,2025-05-22,Rain,11.0,4.4,26,Medium
8173,LAX,2025-05-23,Sunny,10.1,9.4,17,Low
8174,LAX,2025-05-24,Sunny,21.3,9.4,13,Low
8175,LAX,2025-05-25,Snow,20.7,2.1,36,High
8176,LAX,2025-05-26,Cloudy,2.8,5.8,13,Medium
8177,LAX,2025-05-27,Rain,23.6,3.7,24,Medium
8178,LAX,2025-05-28,Snow,2.4,1.0,41,High
8179,LAX,2025-05-29,Snow,15.7,2.8,39,High
8180,LAX,2025-05-30,Sunny,4.6,9.3,17,Low
8181,LAX,2025-05-31,Sunny,0.3,9.7,19,Low
8182,LAX,2025-06-01,Sunny,28.6,9.1,15,Low
8183,LAX,2025-06-02,Sunny,1.1,8.4,5,Low
8184,LAX,2025-06-03,Sunny,22.5,9.6,11,Low
8185,LAX,2025-06-04,Snow,28.9,2.5,46,High
